id;candidato;partigo;estado;indice
141458;João Carlos Bacelar;PL;BA;0.15666666666666668
160545;Alexandre Leite;UNIÃO;SP;0.1376190476190476
90201;Pedro Augusto Bezerra;PDT;CE;0.27809523809523806
178962;Carlos Gomes;REPUBLICANOS;RS;0.18476190476190477
143632;Domingos Neto;PSD;CE;0.17530020703933746
204442;Gurgel;PL;RJ;0.22428571428571428
160588;Diego Andrade;PSD;MG;0.0642857142857143
204356;Amaro Neto;REPUBLICANOS;ES;0.19190476190476188
204468;Joenia Wapichana;REDE;RR;0.8763975155279503
204573;Otto Alencar Filho;PSD;BA;0.35587301587301584
204561;Bira Do Pindaré;PSB;MA;0.8466469776316323
73788;Ricardo Barros;PP;PR;0.17809523809523808
825;Paulo Paim;PT;Não informado;0.6
204381;Luis Miranda;REPUBLICANOS;DF;0.2919047619047619
204546;Joice Hasselmann;PSDB;SP;0.39142857142857146
74156;Leonardo Monteiro;PT;MG;0.8185216985344862
204503;Alexandre Padilha;PT;SP;0.7014157837047862
204375;Leda Sadala;PP;AP;0.1638095238095238
164360;Carmen Zanotto;CIDADANIA;SC;0.43301587301587297
204389;Elias Vaz;PSB;GO;0.8759326919173468
204361;Carlos Chiodini;MDB;SC;0.19476190476190475
74478;Luciano Bivar;UNIÃO;PE;0.055714285714285716
204528;Adriana Ventura;NOVO;SP;0.2785714285714286
5988;Soraya Thronicke;UNIÃO;Não informado;0.6
74356;Silas Câmara;REPUBLICANOS;AM;0.18476190476190477
160655;Ricardo Izar;REPUBLICANOS;SP;0.49671578776438113
204515;André Janones;AVANTE;MG;0.7977927982787317
178825;Leo De Brito;PT;AC;0.6830065359477124
204562;Edilázio Júnior;PSD;MA;0.174824016563147
204516;Alexis Fonteyne;NOVO;SP;0.2773109243697479
204553;Pastor Sargento Isidório;AVANTE;BA;0.6348286850972272
204526;Luiz Philippe De Orleans e Bragança;PL;SP;0.2442857142857143
204462;Chris Tonietto;PL;RJ;0.014285714285714285
92346;Eduardo Bolsonaro;PL;SP;0.28523809523809524
141450;Hugo Leal;PSD;RJ;0.1791718426501035
160535;Marcon;PT;RS;0.7565548248284821
198197;Greyce Elias;AVANTE;MG;0.1638095238095238
73801;Renildo Calheiros;PC do B;PE;0.7255689522185687
122974;Pedro Lucas Fernandes;UNIÃO;MA;0.2985714285714286
209189;Joseildo Ramos;PT;BA;0.838672106523769
178927;Aliel Machado;PV;PR;0.48731072139000525
139285;Lídice Da Mata;PSB;BA;0.7196949214468396
178992;Vitor Lippi;PSDB;SP;0.39794584500466856
204520;Junio Amaral;PL;MG;0.2869047619047619
74044;Wilson Santiago;REPUBLICANOS;PB;0.14952380952380953
141391;Arnaldo Jardim;CIDADANIA;SP;0.4101680672268907
74352;Nilson Pinto;PSDB;PA;0.26992063492063495
204393;Frei Anastacio Ribeiro;PT;PB;0.7285714285714285
204464;Talíria Petrone;PSOL;RJ;0.6391034384768399
122158;Pedro Paulo;PSD;RJ;0.1742857142857143
204477;Felício Laterça;PP;RJ;0.17857142857142855
204569;Delegado Pablo;UNIÃO;AM;0.25857142857142856
204440;Christino Aureo;PP;RJ;0.17047619047619048
204488;Célio Studart;PSD;CE;0.838752486501847
204525;Rosana Valle;PL;SP;0.67952462144278
178989;Renata Abreu;PODE;SP;0.2998100109609061
204550;Júnior Mano;PL;CE;0.15666666666666668
178854;Elmar Nascimento;UNIÃO;BA;0.17761904761904762
74160;Patrus Ananias;PT;MG;0.8092418706613079
160558;Paulo Freire Costa;PL;SP;0.17857142857142855
178966;Geovania De Sá;PSDB;SC;0.2652380952380952
160610;Valmir Assunção;PT;BA;0.8109395932285957
204368;Fabio Schiochet;UNIÃO;SC;0.25857142857142856
